timestamp,ran_ue_id,cell_id,dl_bitrate,ul_bitrate,dl_tx,ul_tx,dl_retx,ul_retx,pusch_snr,epre,ul_phr,ul_path_loss,p_ue,dl_mcs,ul_mcs,turbo_decoder_min,turbo_decoder_avg,turbo_decoder_max,cqi,ri,initial_ta
2025-02-05 18:07:11,5,1,44475,73900,19,14,6,0,11.8,-103.3,38,68.1,-15,13.9,5.1,1,1.938,4,10,2,5
2025-02-05 18:07:11,3,1,1100,0,1,0,0,0,7.5,-106.4,38,70,-14,24,15,2,5
2025-02-05 18:07:11,2,1,66112,8112,11,5,0,0,2.7,-112.3,38,72.7,-15,23,1.8,2,3,4,15,2,5
2025-02-05 18:07:12,5,1,48725,66737,19,17,1,0,11.5,-103.5,38,68.8,-15,13.3,4.4,1,1.737,3,10,2,5
2025-02-05 18:07:12,3,1,419325,8300,11,6,0,0,4.6,-109.6,38,70.1,-14,24,2,1,2,4,15,2,5
2025-02-05 18:07:12,2,1,75912,11925,15,6,0,0,3.3,-111.3,38,70,-15,23,1.7,2,3,5,15,2,5
2025-02-05 18:07:12,5,1,46237,74287,17,14,2,0,14.9,-100.6,38,69.4,-14,13.9,4.6,1,1.625,3,12,2,5
2025-02-05 18:07:12,3,1,3012,0,1,0,0,0,4.6,-109.6,38,70.1,-14,24,15,2,5
2025-02-05 18:07:12,2,1,65837,6800,11,4,0,0,3.7,-111.6,38,69.4,-15,23,2.2,2,2.25,3,15,2,5
2025-02-05 18:07:13,5,1,3057709,171103,65,28,6,0,11.8,-103.1,38,68.2,-14,16.2,5.9,1,1.735,3,11,2,5
2025-02-05 18:07:13,3,1,2921,0,1,0,0,0,4.6,-109.6,38,70.1,-14,24,15,2,5
2025-02-05 18:07:13,2,1,65539,8351,14,6,1,0,4.1,-112.2,38,71.6,-15,23,1.5,2,2.333,3,15,2,5
2025-02-05 18:07:14,5,1,40812,64751,17,15,4,1,15.1,-100.5,38,67.9,-14,15.9,6.4,1,2.111,5,12,2,5
2025-02-05 18:07:14,3,1,9135296,67842,125,19,0,0,8.8,-107.3,38,67.9,-14,24.2,2.5,1,1.684,3,15,2,5
2025-02-05 18:07:14,2,1,82521,10351,14,7,0,0,3,-112.1,38,70.3,-15,23,0.9,1,2.429,4,15,2,5
2025-02-05 18:07:14,5,1,48988,66117,20,18,8,0,11.3,-103.8,38,66.7,-15,15.8,4.9,1,1.842,4,11,2,5
2025-02-05 18:07:14,3,1,2976,0,1,0,0,0,8.8,-107.3,38,67.9,-14,25,15,2,5
2025-02-05 18:07:14,2,1,65047,11141,12,7,0,0,2.8,-112,38,72.1,-15,23,0.1,2,2.143,3,15,2,5
2025-02-05 18:07:15,5,1,57563,86400,25,22,5,1,14.7,-100.6,38,68.6,-15,15.4,5,1,1.92,5,12,2,5
2025-02-05 18:07:15,3,1,3066,0,1,0,0,0,8.8,-107.3,38,67.9,-14,25,15,2,5
2025-02-05 18:07:15,2,1,69757,7963,12,5,0,0,4.6,-110.3,38,70.8,-15,23,1.4,2,2.2,3,15,2,5
2025-02-05 18:07:16,5,1,51878,84993,21,22,3,1,11.4,-103.7,38,67.5,-15,15.1,4.6,1,1.654,5,11,2,5
2025-02-05 18:07:16,3,1,4230,0,2,0,0,0,8.8,-107.3,38,67.9,-14,25,15,2,5
2025-02-05 18:07:16,2,1,70569,10169,15,7,0,0,5.3,-111.9,38,72.4,-14,23,2.7,2,2.571,3,15,2,5
2025-02-05 18:07:16,5,1,47737,68662,18,18,4,1,14.8,-100.2,38,67.2,-14,15.4,4.7,1,1.667,5,12,2,5
